method_label,width,precision_prior,ess
mcmc,14,1.0,1.2981775645317732
mcmc,14,1.0,2.6797981648727442
mcmc,14,1.0,1.1182928693863408
mcmc,14,1.0,1.6704737748280287
mcmc,14,1.0,3.469770458966773
mcmc,14,1.0,1.3915120359127584
mcmc,14,1.0,1.1966028758916567
mcmc,14,1.0,2.8881160953205627
mcmc,14,1.0,4.817496747964566
mcmc,14,1.0,2.577071448956082
mcmc,14,1.0,9.689811990776484
mcmc,14,1.0,2.6452934561019052
mcmc,14,1.0,2.2449486397005822
mcmc,14,1.0,1.2039292591449766
mcmc,14,1.0,9.78134627523505
mcmc,14,1.0,8.67638330706003
mcmc,14,1.0,1.7334183505330223
mcmc,14,1.0,2.6712401932370455
mcmc,14,1.0,12.478879045748911
mcmc,14,1.0,9.897363797011904
mcmc,14,1.0,3.6236397343706495
mcmc,14,1.0,1.676299832772654
mcmc,14,1.0,4.695419873470726
mcmc,14,1.0,9.903457680210419
mcmc,14,1.0,1.115385767453276
mcmc,14,1.0,1.1905654922023459
mcmc,14,1.0,1.1765269437961319
mcmc,14,1.0,2.1433781990887777
mcmc,14,1.0,1.0297912996806255
mcmc,14,1.0,1.2232975687519743
mcmc,14,1.0,1.0196144549203288
mcmc,14,1.0,1.2747702347266068
mcmc,14,1.0,1.1515857379229182
mcmc,14,1.0,9.495459030291563
mcmc,14,1.0,1.5899153919114628
mcmc,14,1.0,1.0886909696717066
mcmc,14,1.0,3.218285036404321
mcmc,14,1.0,1.1278221759627354
mcmc,14,1.0,1.8295832412707214
mcmc,14,1.0,1.155131146350687
mcmc,14,1.0,5.88585051466288
mcmc,14,1.0,6.352796015124564
mcmc,14,1.0,1.0443267711434612
mcmc,14,1.0,1.5155635230032845
mcmc,14,1.0,1.424411351269717
mcmc,14,1.0,1.0528090905182372
mcmc,14,1.0,3.204607202701367
mcmc,14,1.0,1.3037135070749366
mcmc,14,1.0,2.327630762810782
mcmc,14,1.0,1.0784392255128252
mcmc,14,1.0,5.80872929740909
mcmc,14,1.0,1.0987742267498795
mcmc,14,1.0,5.244992808468141
mcmc,14,1.0,1.2757287612116615
mcmc,14,1.0,11.966164367733269
mcmc,14,1.0,1.646372440846136
mcmc,14,1.0,2.2918180807875217
mcmc,14,1.0,1.148266109251511
mcmc,14,1.0,1.3827009817229878
mcmc,14,1.0,6.281952425141054
mcmc,14,1.0,1.0741214538927084
mcmc,14,1.0,1.1687171543649033
mcmc,14,1.0,1.4013198744246314
mcmc,14,1.0,8.033308700363714
mcmc,14,1.0,8.28267749307113
mcmc,14,1.0,2.146262222583007
mcmc,14,1.0,9.254977184906847
mcmc,14,1.0,8.13673428774184
mcmc,14,1.0,9.285486197987177
mcmc,14,1.0,9.044563385054659
mcmc,14,1.0,4.161122165230175
mcmc,14,1.0,9.771638715730015
mcmc,14,1.0,5.932864603491602
mcmc,14,1.0,1.176872881525545
mcmc,14,1.0,1.2162283231919138
mcmc,14,1.0,1.2515664345553041
mcmc,14,1.0,1.8419675599230776
mcmc,14,1.0,1.64787738187616
mcmc,14,1.0,1.272353839013522
mcmc,14,1.0,1.023135763570056
mcmc,14,1.0,1.0428172928419988
mcmc,14,1.0,3.5854456361589566
mcmc,14,1.0,1.052516769623295
mcmc,14,1.0,1.6052684063979081
mcmc,14,1.0,1.0169945266213087
mcmc,14,1.0,1.0528707309617826
mcmc,14,1.0,1.0117747668481927
mcmc,14,1.0,1.0189522948123086
mcmc,14,1.0,1.1771129595199659
mcmc,14,1.0,1.588318030041173
mcmc,14,1.0,1.0330811914449267
mcmc,14,1.0,1.0251784242216735
mcmc,14,1.0,1.8868544244562457
mcmc,14,1.0,6.534427194382199
mcmc,5,0.01,1.2915614070741461
mcmc,5,0.01,1.4185225770617382
mcmc,5,0.01,1.8050699652482254
mcmc,5,0.01,1.0907340543026365
mcmc,5,0.01,1.4475375833562634
mcmc,5,0.01,1.009203357582513
mcmc,5,0.01,1.907921503083976
mcmc,5,0.01,1.0829864287193731
mcmc,5,0.01,1.1227330671978486
mcmc,5,0.01,1.019324553052942
mcmc,5,0.01,1.0277970751066978
mcmc,5,0.01,4.500711119260836
mcmc,5,0.01,1.0850959798742243
mcmc,5,0.01,1.5193933312237948
mcmc,5,0.01,1.0357823518141422
mcmc,5,0.01,1.1455304455526958
mcmc,5,0.01,1.1506183745881282
mcmc,5,0.01,1.2553328589349868
mcmc,5,0.01,1.0745000596772318
mcmc,5,0.01,1.0226119801582212
mcmc,5,0.01,1.0308074461945318
mcmc,5,0.01,1.0725841479103781
mcmc,5,0.01,1.0495016857338053
mcmc,5,0.01,1.0560510954895332
mcmc,5,0.01,1.1404766962165207
mcmc,5,0.01,1.0315138842091909
mcmc,5,0.01,5.388828422732904
mcmc,5,0.01,1.606828656898933
mcmc,5,0.01,9.323308495103188
mcmc,5,0.01,2.628379447359406
mcmc,5,0.01,7.6479231132124275
mcmc,5,0.01,10.626224937104599
mcmc,5,0.01,5.307196578268949
mcmc,5,0.01,16.3433036907726
mcmc,5,0.01,1.045786466538089
mcmc,5,0.01,1.0814929088075593
mcmc,5,0.01,1.079995846789244
mcmc,5,0.01,1.0606470788550155
mcmc,5,0.01,6.116139997380058
mcmc,5,0.01,1.094886749015676
mcmc,5,0.01,1.0478946413463817
mcmc,5,0.01,1.0930364204987484
mcmc,5,0.01,2.0811779864010025
mcmc,5,0.01,1.1631999029578113
mcmc,5,0.01,1.4213697965994145
mcmc,5,0.01,3.435181775657925
mcmc,5,0.01,10.135946225716772
mcmc,5,0.01,1.6000412265562858
mcmc,5,0.01,1.967138430642947
mcmc,5,0.01,1.44000130256532
mcmc,5,0.01,1.2344124126735119
mcmc,5,0.01,1.4995461112924129
mcmc,5,0.01,1.4037769094219061
mcmc,5,0.01,6.9892221111441035
mcmc,5,0.01,1.015617002833143
mcmc,5,0.01,1.0277537376102555
mcmc,5,0.01,10.984965255540653
mcmc,5,0.1,1.2523237137308598
mcmc,5,0.1,12.13837681773348
mcmc,5,0.1,5.778343474704131
mcmc,5,0.1,19.669154966794004
mcmc,5,0.1,1.9474729209717603
mcmc,5,0.1,1.0051103578069194
mcmc,5,0.1,1.0822367965348936
mcmc,5,0.1,1.5833399771218064
mcmc,5,0.1,1.4826502817039864
mcmc,5,0.1,1.046562899449022
mcmc,5,0.1,1.2462900839116462
mcmc,5,0.1,1.1688340908486707
mcmc,5,0.1,1.9151984143292355
mcmc,5,0.1,1.0753044906854698
mcmc,5,0.1,1.0371914870036045
mcmc,5,0.1,11.104540485517234
mcmc,5,0.1,1.1143157695235741
mcmc,5,0.1,11.986221350544714
mcmc,5,0.1,1.119148404540493
mcmc,5,0.1,1.038371134439539
mcmc,5,0.1,2.249905040336875
mcmc,5,0.1,1.1158224697163215
mcmc,5,0.1,1.4731781996019822
mcmc,5,0.1,1.2078084548636019
mcmc,5,0.1,1.22622493576638
mcmc,5,0.1,17.790142827581743
mcmc,5,0.1,1.0837362812932818
mcmc,5,0.1,20.450800889213998
mcmc,5,0.1,110.30323399966517
mcmc,5,0.1,14.203950339867992
mcmc,5,0.1,25.205179254246204
mcmc,5,0.1,1.1134361348329669
mcmc,5,0.1,4.382059243353299
mcmc,5,0.1,1.099561556026199
mcmc,5,0.1,1.129590408398502
mcmc,5,0.1,15.873429619249615
mcmc,5,0.1,1.6357647915722853
mcmc,5,0.1,1.8805944281972493
mcmc,5,0.1,11.957477569497529
mcmc,5,0.1,1.498009827995434
mcmc,5,0.1,1.3574455251863906
mcmc,5,0.1,1.3282938104485549
mcmc,5,0.1,8.221944877272321
mcmc,5,0.1,4.407005346380022
mcmc,5,0.1,5.527039852042196
mcmc,5,0.1,1.1349901352999363
mcmc,5,0.1,2.127400873618661
mcmc,5,0.1,4.306888596936042
mcmc,5,0.1,1.7132503930422205
mcmc,5,0.1,21.239347973607746
mcmc,5,0.1,5.5807752688714425
mcmc,5,0.1,1.0470405821386581
mcmc,5,0.1,1.951686651245988
mcmc,5,0.1,1.0568095905615378
mcmc,5,0.1,1.9072855973983338
mcmc,5,0.1,1.0553765992339832
mcmc,5,0.1,87.45469070612843
mcmc,5,1.0,2.353187373215927
mcmc,5,1.0,1.470902001066736
mcmc,5,1.0,1.4691690561348156
mcmc,5,1.0,6.472327857644596
mcmc,5,1.0,2.492008998729395
mcmc,5,1.0,1186.3143714184266
mcmc,5,1.0,4.804330586136828
mcmc,5,1.0,26.19625161569843
mcmc,5,1.0,1.9814267192365003
mcmc,5,1.0,1.050533994387648
mcmc,5,1.0,1.032075217010898
mcmc,5,1.0,8.800587640391901
mcmc,5,1.0,1.0882632215317634
mcmc,5,1.0,1.0527032606191578
mcmc,5,1.0,1.120117296938659
mcmc,5,1.0,1.1370903427931067
mcmc,5,1.0,16.099085709251693
mcmc,5,1.0,1.0307127350789689
mcmc,5,1.0,3.801923494123798
mcmc,5,1.0,1.151481307772295
mcmc,5,1.0,1.0525036727948376
mcmc,5,1.0,1.1876584701144812
mcmc,5,1.0,1.0605224900766927
mcmc,5,1.0,3.3440988969790526
mcmc,5,1.0,1.0824176921766742
mcmc,5,1.0,1.0372521611487573
mcmc,5,1.0,2.5302288675844142
mcmc,5,1.0,2.69353495172557
mcmc,5,1.0,12.540814117709905
mcmc,5,1.0,1.1585898126314285
mcmc,5,1.0,1.6529596685646697
mcmc,5,1.0,1.3322928103106835
mcmc,5,1.0,4.834856672751256
mcmc,5,1.0,1.9053641036396305
mcmc,5,1.0,1.0711139144083812
mcmc,5,1.0,1.0697115117238418
mcmc,5,1.0,23.564494449247654
mcmc,5,1.0,1.3281270693743847
mcmc,5,1.0,1.1643223998433818
mcmc,5,1.0,1.4780969560972197
mcmc,5,1.0,3.4603708032728075
mcmc,5,1.0,1.4032436372158084
mcmc,5,1.0,37.261816670407214
mcmc,5,1.0,2.127570842594697
mcmc,5,1.0,12.95194117124681
mcmc,5,1.0,2.20947176147553
mcmc,5,1.0,1.428929831679015
mcmc,5,1.0,4.2295621166396575
mcmc,5,1.0,29.288594525729827
mcmc,5,1.0,3.5210795901896734
mcmc,5,1.0,25.670163732251837
mcmc,5,1.0,16.163196513841857
mcmc,5,1.0,1.0269181154733207
mcmc,5,1.0,1.5425661086572573
mcmc,5,1.0,1.0445581410483071
mcmc,5,1.0,1.2713546413438777
mcmc,5,1.0,3.143193168373839
