method_label,width,precision_prior,ess
mcmc,10,1.0,8.94531188259497
mcmc,10,1.0,1.6275294431217555
mcmc,10,1.0,22.4421182857235
mcmc,10,1.0,1.605206773148893
mcmc,10,1.0,1.1405054351912358
mcmc,10,1.0,14.535295060389588
mcmc,10,1.0,10.877619190184342
mcmc,10,1.0,3.257367848150616
mcmc,10,1.0,1.0380016032298807
mcmc,10,1.0,1.2172171546447919
mcmc,10,1.0,1.0585670906871627
mcmc,10,1.0,1.6538193808886492
mcmc,10,1.0,2.7470336618224622
mcmc,10,1.0,1.160375761226593
mcmc,10,1.0,1.0608619012133556
mcmc,10,1.0,18.166093741634096
mcmc,10,1.0,1.1043798812219767
mcmc,14,0.01,1.0542448147668448
mcmc,14,0.01,1.1033313552267392
mcmc,14,0.01,1.1470768447299762
mcmc,14,0.01,1.1786280727700336
mcmc,14,0.01,5.922230326128109
mcmc,14,0.01,8.876648015671751
mcmc,14,0.01,1.0751284754645054
mcmc,14,0.01,2.3413174254337306
mcmc,14,0.01,1.369909842716151
mcmc,14,0.01,1.8825714693212026
mcmc,14,0.01,1.0515050999943951
mcmc,14,0.01,8.643754861699561
mcmc,14,0.01,1.1507660575691696
mcmc,14,0.01,9.217591729886703
mcmc,14,0.01,1.05538027683613
mcmc,14,0.01,1.3685675464232205
mcmc,14,0.01,1.0458123143864568
mcmc,14,0.01,1.0313552229591259
mcmc,14,0.01,2.792888157285656
mcmc,14,0.01,1.0392682318365039
mcmc,14,0.01,1.0277897241003013
mcmc,14,0.01,1.0140860970570877
mcmc,14,0.01,1.0164346258520522
mcmc,14,0.01,1.0615766910821585
mcmc,14,0.01,1.0852717313054032
mcmc,14,0.01,1.0154492690502945
mcmc,14,0.01,6.453969154108992
mcmc,14,0.01,1.0429759808245997
mcmc,14,0.01,1.3199197792198676
mcmc,14,0.01,1.0625014552699374
mcmc,14,0.01,1.0727735720253004
mcmc,14,0.01,4.418214579783296
mcmc,14,0.01,1.2766548708935699
mcmc,14,0.01,1.0674500062907664
mcmc,14,0.01,1.0666267833620842
mcmc,14,0.01,1.0598663417658019
mcmc,14,0.01,1.020480533920686
mcmc,14,0.01,1.6287503986958136
mcmc,14,0.01,1.059440113687021
mcmc,14,0.01,1.5345600679883606
mcmc,14,0.01,11.270267532843754
mcmc,14,0.01,1.1605372171944128
mcmc,14,0.01,5.819206340683688
mcmc,14,0.01,1.02347887623054
mcmc,14,0.01,1.0526469631866775
mcmc,14,0.01,1.0165705375230587
mcmc,14,0.01,1.025937950610829
mcmc,14,0.01,1.0140112626927118
mcmc,14,0.01,1.0230061202452945
mcmc,14,0.01,1.0740728120185226
mcmc,14,0.01,1.0152008582230003
mcmc,14,0.01,1.2150184369377146
mcmc,14,0.01,1.3708101751123092
mcmc,14,0.01,1.0122788754900784
mcmc,14,0.01,4.7798372325584895
mcmc,14,0.01,1.2947106084001976
mcmc,14,0.01,1.1304184131940171
mcmc,14,0.01,1.2099387535551378
mcmc,14,0.01,1.1953144330432135
mcmc,14,0.01,1.4530882401324399
mcmc,14,0.01,5.5498763432286164
mcmc,14,0.01,1.74817518540004
mcmc,14,0.01,1.0827966897946915
mcmc,14,0.01,1.972280093236621
mcmc,14,0.01,3.4703459828227223
mcmc,14,0.01,1.37184963923221
mcmc,14,0.01,2.984834022846506
mcmc,14,0.01,25.042790318126844
mcmc,14,0.01,1.216905076891508
mcmc,14,0.01,13.813570189624873
mcmc,14,0.01,1.1990897338974613
mcmc,14,0.01,8.956899447347238
mcmc,14,0.01,8.644066529384936
mcmc,14,0.01,2.0903603687721994
mcmc,14,0.01,5.064646308724025
mcmc,14,0.01,1.1747375000004465
mcmc,14,0.01,1.177394611882871
mcmc,14,0.01,2.357214625903055
mcmc,14,0.01,1.3277320401780388
mcmc,14,0.01,1.1508291271065518
mcmc,14,0.01,2.4878062153780034
mcmc,14,0.01,1.6346601494833244
mcmc,14,0.01,7.499153569040946
mcmc,14,0.01,5.98126331262323
mcmc,14,0.01,4.9601340463363774
mcmc,14,0.01,1.2049362884145463
mcmc,14,0.01,1.1163846037929517
mcmc,14,0.01,1.142956871636787
mcmc,14,0.01,6.141315417677888
mcmc,14,0.01,1.1347201828032987
mcmc,14,0.01,1.156290549696618
mcmc,14,0.01,1.1479845255383707
mcmc,14,0.01,10.727705000209337
mcmc,14,0.01,1.416844029179823
mcmc,14,0.01,1.0626941352915578
mcmc,14,0.01,1.0284581861089777
mcmc,14,0.01,4.559587208869733
mcmc,14,0.01,1.3327617591383518
mcmc,14,0.01,1.6170913334181714
mcmc,14,0.01,1.1809585385861343
mcmc,14,0.01,1.6825516643139815
mcmc,14,0.01,1.2891444675045072
mcmc,14,0.01,1.0446961543156479
mcmc,14,0.01,6.7455784547691175
mcmc,14,0.01,1.0722619104838376
mcmc,14,0.01,1.233694686830048
mcmc,14,0.01,3.1543480199166325
mcmc,14,0.01,6.598549460758412
mcmc,14,0.01,1.196713235370604
mcmc,14,0.01,16.698124924696558
mcmc,14,0.01,9.753569881267797
mcmc,14,0.01,1.4546969646359544
mcmc,14,0.01,1.0308127029636351
mcmc,14,0.01,1.0517888458279114
mcmc,14,0.01,1.733905557685007
mcmc,14,0.01,9.736082693760292
mcmc,14,0.01,6.299019268894748
mcmc,14,0.01,1.2009004034636102
mcmc,14,0.01,1.047835599978817
mcmc,14,0.01,2.0487579361150456
mcmc,14,0.01,1.088118299996715
mcmc,14,0.01,1.986401941411878
mcmc,14,0.01,1.0684642861912064
mcmc,14,0.01,1.1183506199016617
mcmc,14,0.01,2.4458874846096617
mcmc,14,0.01,1.3499662338897265
mcmc,14,0.01,6.310613752542619
mcmc,14,0.01,6.117713902422278
mcmc,14,0.01,1.1313608881622432
mcmc,14,0.01,1.3676426677225306
mcmc,14,0.01,1.364357102986866
mcmc,14,0.01,11.667184387462603
mcmc,14,0.01,2.1105608736006305
mcmc,14,0.01,5.549812652373035
mcmc,14,0.01,2.012501492351766
mcmc,14,0.01,2.062927697984144
mcmc,14,0.01,13.32016847798352
mcmc,14,0.01,14.976607062750457
mcmc,14,0.01,1.4972100641120127
mcmc,14,0.01,1.376518161513027
mcmc,14,0.01,1.2302345565603232
mcmc,14,0.01,1.0461756505665527
mcmc,14,0.01,1.6081161215691833
mcmc,14,0.01,10.74448031126721
mcmc,14,0.01,1.0321391235587254
mcmc,14,0.01,2.1641848453218615
mcmc,14,0.01,1.0196725657784589
mcmc,14,0.01,1.029755158937364
mcmc,14,0.01,1.0132892370573356
mcmc,14,0.01,1.0336700207178366
mcmc,14,0.01,5.549142298478101
mcmc,14,0.01,1.9029911014017806
mcmc,14,0.01,1.4410603282637318
mcmc,14,0.01,1.0339180436935669
mcmc,14,0.01,1.9909216914207426
mcmc,14,0.01,12.140127931798997
mcmc,14,0.1,1.093453650869952
mcmc,14,0.1,1.0602139345965897
mcmc,14,0.1,4.43709070702431
mcmc,14,0.1,1.0832644382788685
mcmc,14,0.1,1.2921911448069034
mcmc,14,0.1,1.3395010233444726
mcmc,14,0.1,1.5508670212430635
mcmc,14,0.1,1.2061814810911897
mcmc,14,0.1,1.0605379864328581
mcmc,14,0.1,1.2601453755584766
mcmc,14,0.1,1.5030918185614415
mcmc,14,0.1,1.2541953570365232
mcmc,14,0.1,8.926720800616827
mcmc,14,0.1,1.0689897907620909
mcmc,14,0.1,1.0384932418448023
mcmc,14,0.1,1.0329861299032952
mcmc,14,0.1,1.4552522711834381
mcmc,14,0.1,1.0128272197437125
mcmc,14,0.1,1.0333821418989055
mcmc,14,0.1,1.0194773487546078
mcmc,14,0.1,1.0172951354323108
mcmc,14,0.1,1.2118791799086568
mcmc,14,0.1,1.05553078427062
mcmc,14,0.1,1.0389958774185637
mcmc,14,0.1,1.0599933667061476
mcmc,14,0.1,1.022174069585906
mcmc,14,0.1,1.1461488539645817
mcmc,14,0.1,1.0234087995248844
mcmc,14,0.1,1.0261937778966546
mcmc,14,0.1,1.1727151070935113
mcmc,14,0.1,14.755511442938607
mcmc,14,0.1,1.8244289691713171
mcmc,14,0.1,1.0428761225038237
mcmc,14,0.1,1.0378419352789112
mcmc,14,0.1,1.0659052308383248
mcmc,14,0.1,1.053499150847896
mcmc,14,0.1,1.1136975970533713
mcmc,14,0.1,1.0688167237207207
mcmc,14,0.1,1.0349483841444018
mcmc,14,0.1,1.0359669509534102
mcmc,14,0.1,1.0685864855688358
mcmc,14,0.1,1.0324179834910345
mcmc,14,0.1,1.0386377801531024
mcmc,14,0.1,1.031099141316187
mcmc,14,0.1,1.0199474814188945
mcmc,14,0.1,3.8243915727208337
mcmc,14,0.1,1.0165928798831472
mcmc,14,0.1,11.635692000708593
mcmc,14,0.1,1.0344388105966873
mcmc,14,0.1,1.0232912491609265
mcmc,14,0.1,1.0609139428160195
mcmc,14,0.1,7.78053490475335
mcmc,14,0.1,1.082457505063523
mcmc,14,0.1,1.067468835704419
mcmc,14,0.1,1.0563995628018348
mcmc,14,0.1,1.018277133093462
mcmc,14,0.1,1.0479175511973307
mcmc,14,0.1,2.4427623362318256
mcmc,14,0.1,1.2385463315930847
mcmc,14,0.1,1.412925630463545
mcmc,14,0.1,12.810433438611271
mcmc,14,0.1,2.270207366934358
mcmc,14,0.1,1.5604902195612647
mcmc,14,0.1,1.1160564538770377
mcmc,14,0.1,1.1554435297443675
mcmc,14,0.1,12.741759721273326
mcmc,14,0.1,1.090363466065036
mcmc,14,0.1,1.0574015596127806
mcmc,14,0.1,1.0606988037677103
mcmc,14,0.1,6.907988243490451
mcmc,14,0.1,1.191937439035987
mcmc,14,0.1,1.053807618731146
mcmc,14,0.1,1.0848950709030423
mcmc,14,0.1,1.1969627823723668
mcmc,14,0.1,1.642432311038267
mcmc,14,0.1,1.8592387435106308
mcmc,14,0.1,1.6343362964029389
mcmc,14,0.1,1.4054738165384657
mcmc,14,0.1,1.0995790262211136
mcmc,14,0.1,2.6342727794514613
mcmc,14,0.1,2.4944261460048467
mcmc,14,0.1,2.9855885999484464
mcmc,14,0.1,1.4691904351921932
mcmc,14,0.1,1.2213637043235739
mcmc,14,0.1,1.5316223932989355
mcmc,14,0.1,1.2861698539196713
mcmc,14,0.1,1.0868879063852137
mcmc,14,0.1,1.0514150465401106
mcmc,14,0.1,1.018874890038813
mcmc,14,0.1,1.1264861166432965
mcmc,14,0.1,1.168106036486517
mcmc,14,0.1,2.498147342381694
mcmc,14,0.1,1.207280953295876
mcmc,14,0.1,1.024304208611358
mcmc,14,0.1,5.932076344555316
mcmc,14,0.1,1.3782935521848176
mcmc,14,0.1,1.1549019378020662
mcmc,14,0.1,1.5125432316999594
mcmc,14,0.1,1.073389577237064
mcmc,14,0.1,5.701041427467709
mcmc,14,0.1,1.2471361268285484
mcmc,14,0.1,1.3076279038659737
mcmc,14,0.1,1.0565439233755092
mcmc,14,0.1,2.4350517048826927
mcmc,14,0.1,5.386829974529514
mcmc,14,0.1,1.1332645206654852
mcmc,14,0.1,1.1096225277570593
mcmc,14,0.1,2.1560806889524198
mcmc,14,0.1,1.0667833023738666
mcmc,14,0.1,6.853328236607254
mcmc,14,0.1,1.193971006443974
mcmc,14,0.1,1.0468688362589502
mcmc,14,0.1,1.1181666371329273
mcmc,14,0.1,1.0740079499649107
mcmc,14,0.1,1.0250665602489588
mcmc,14,0.1,1.1137429130790684
mcmc,14,0.1,2.7078188481042633
mcmc,14,0.1,1.0335699035135901
mcmc,14,0.1,1.1752618102932946
mcmc,14,0.1,1.3217145566250972
mcmc,14,0.1,1.1085739639019982
mcmc,14,0.1,1.2894221333271267
mcmc,14,0.1,1.2140032742149829
mcmc,14,0.1,1.0862424000143396
mcmc,14,0.1,1.305486328507769
mcmc,14,0.1,1.0758246793639987
mcmc,14,0.1,1.1873213239683607
mcmc,14,0.1,8.427518794809957
mcmc,14,0.1,7.003939371415923
mcmc,14,0.1,9.539138738975378
mcmc,14,0.1,1.1630095631577462
mcmc,14,0.1,6.893515249639249
mcmc,14,0.1,1.2641720109925143
mcmc,14,0.1,2.188573216350692
mcmc,14,0.1,9.628280377635884
mcmc,14,0.1,5.501500364582058
mcmc,14,0.1,2.422544871258539
mcmc,14,0.1,2.377009397549502
mcmc,14,0.1,6.527627229756394
mcmc,14,0.1,6.9044729324081855
mcmc,14,0.1,1.2246609429588105
mcmc,14,0.1,1.823545849905646
mcmc,14,0.1,1.017782036848253
mcmc,14,0.1,1.2728314436979515
mcmc,14,0.1,1.3742605274393536
mcmc,14,0.1,1.6463749070890557
mcmc,14,0.1,9.613117634708033
mcmc,14,0.1,1.0180281754377465
mcmc,14,0.1,3.5314493154877735
mcmc,14,0.1,1.0588514259145263
mcmc,14,0.1,1.1752853754072428
mcmc,14,0.1,1.0169966002078796
mcmc,14,0.1,4.166190402004635
mcmc,14,0.1,2.483530265947963
mcmc,14,0.1,1.245040831106577
mcmc,14,0.1,1.0683537311745297
mcmc,14,1.0,1.3142918535682695
mcmc,14,1.0,1.0720127744869645
mcmc,14,1.0,1.462601478915359
mcmc,14,1.0,1.0525206752402347
mcmc,14,1.0,3.6712390114829088
mcmc,14,1.0,1.0780113821385717
mcmc,14,1.0,1.100905894466759
mcmc,14,1.0,2.131232771718521
mcmc,14,1.0,1.4363740351570606
mcmc,14,1.0,1.1091629306662698
mcmc,14,1.0,1.2348060009339257
mcmc,14,1.0,1.5539698834060351
mcmc,14,1.0,1.0957685352252744
mcmc,14,1.0,2.7849338941326574
mcmc,14,1.0,1.16804739278181
mcmc,14,1.0,1.0540433068079762
mcmc,14,1.0,1.7768324797672241
mcmc,14,1.0,1.0689946971160589
mcmc,14,1.0,1.1615176364418116
mcmc,14,1.0,1.1567302774189399
mcmc,14,1.0,1.0271607530856646
mcmc,14,1.0,1.0610213528735923
mcmc,14,1.0,1.0350259181990695
mcmc,14,1.0,1.1355832032029283
mcmc,14,1.0,23.04652155239516
mcmc,14,1.0,1.019588262155944
mcmc,14,1.0,1.105572075153646
mcmc,14,1.0,1.125441341742381
mcmc,14,1.0,1.0790012226369012
mcmc,14,1.0,1.052001174083178
mcmc,14,1.0,1.124714319263257
mcmc,14,1.0,1.142793517125539
mcmc,14,1.0,1.0477814253553108
mcmc,14,1.0,1.0571931647005763
mcmc,14,1.0,1.0225469529205014
mcmc,14,1.0,2.8437205039449296
mcmc,14,1.0,1.0233368444715447
mcmc,14,1.0,1.0262381711896529
mcmc,14,1.0,1.0853133112584732
mcmc,14,1.0,2.0371252790015966
mcmc,14,1.0,1.0403176744632399
mcmc,14,1.0,1.0640519645181379
mcmc,14,1.0,1.070478707569583
mcmc,14,1.0,1.0331823663033683
mcmc,14,1.0,1.1016989932920132
mcmc,14,1.0,1.061031896802759
mcmc,14,1.0,1.0294759896255268
mcmc,14,1.0,1.0624391071601234
mcmc,14,1.0,1.0447944863097791
mcmc,14,1.0,4.676407676223334
mcmc,14,1.0,1.4701621256293698
mcmc,14,1.0,1.0308319256387557
mcmc,14,1.0,1.0200807131902736
mcmc,14,1.0,1.0669425789767373
mcmc,14,1.0,1.0915804614017863
mcmc,14,1.0,1.034357311028302
mcmc,14,1.0,1.0985174932733452
mcmc,14,1.0,10.76860190577241
mcmc,14,1.0,1.5930283151651992
mcmc,14,1.0,12.357121835931842
mcmc,14,1.0,1.0224789340582905
mcmc,14,1.0,1.2051190576933217
